City,City_Zone,Locality,Latitude_Longitude,Exact_Address,Property_Type,BHK,Carpet_Area_sqft,Built_up_Area_sqft,Plot_Area_sqft,Property_Age_Years,Floor_Total_Floors,Parking,Lift,Facing,Actual_Transaction_Price_INR,Rental_Price_INR,Builder,RERA_ID,Registration_Date,Metro_Highway_Distance_km,Nearby_Schools_Hospitals
Nashik,North,Pathardi Phata,21.7505_78.3646,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1722,2238.6,0,17,20/28,2 Open,2,North,13362910.236371923,41097.891316528825,Builder 9,P5130549677,2025-09-03,2.3,5 Schools / 2 Hospitals
Nashik,South,Jail Road,21.5853_77.6305,"Synthetic Address, Jail Road, Nashik",Apartment,3,1605,2086.5,0,13,1/13,2 Covered,1,South,5865620.933393312,14757.294235238265,Builder 25,NA,2024-07-06,6.7,1 Schools / 5 Hospitals
Nagpur,South,Wardha Road,18.0474_74.9762,"Synthetic Address, Wardha Road, Nagpur",Apartment,2,1112,1445.6000000000001,0,13,17/37,3 Open,3,North-East,11141043.744333308,21315.618784925096,Builder 32,P3525478261,2024-10-15,3.7,3 Schools / 2 Hospitals
Nagpur,South,Manish Nagar,18.7238_77.4004,"Synthetic Address, Manish Nagar, Nagpur",Plot,0,0,0,3241,14,0/2,2 Open,0,South,7326553.722490498,0,Builder 44,P5656343729,2025-11-20,6.2,5 Schools / 4 Hospitals
Nashik,North,Mahatma Nagar,19.0215_77.9729,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,908,1180.4,0,18,21/31,2 Open,1,West,12048642.668442534,37368.88287922956,Builder 40,P1164309931,2025-02-08,2.5,5 Schools / 3 Hospitals
Pune,North,Pimpri,18.4277_72.9452,"Synthetic Address, Pimpri, Pune",Apartment,1,449,583.7,0,14,1/13,1 Open,2,North,4838241.849538936,13329.667652744318,Builder 21,NA,2025-07-24,7.1,1 Schools / 4 Hospitals
Nashik,West,Pathardi Phata,21.6590_79.9371,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1566,2035.8000000000002,0,3,5/18,1 Open,2,North,13653701.178689916,44473.34010532835,Builder 23,P8029984020,2025-08-30,9.5,3 Schools / 5 Hospitals
Nashik,West,Mahatma Nagar,19.0305_79.7080,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,3,1206,1567.8,0,5,10/25,0 Covered,4,East,13048804.411564944,23706.30606243879,Builder 38,P8934339384,2024-07-29,9.3,1 Schools / 1 Hospitals
Nashik,East,Mahatma Nagar,19.8234_77.7613,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,880,1144.0,0,15,7/39,3 Open,4,North,11017919.587361516,20028.529554926394,Builder 14,NA,2024-08-29,5.1,3 Schools / 5 Hospitals
Nashik,South,Mahatma Nagar,20.0181_77.3687,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,852,1107.6000000000001,0,18,10/15,3 Covered,3,North,6824593.339603522,14986.991056868734,Builder 12,P7255370468,2024-09-16,3.9,2 Schools / 5 Hospitals
Pune,East,Pimpri,20.0623_78.6348,"Synthetic Address, Pimpri, Pune",Apartment,2,906,1177.8,0,16,19/26,3 Covered,3,North,7251054.87725135,19458.298703435208,Builder 43,P7221547293,2024-01-16,1.3,5 Schools / 4 Hospitals
Nashik,West,Gangapur Road,20.5728_73.1863,"Synthetic Address, Gangapur Road, Nashik",Apartment,3,1590,2067.0,0,0,23/37,1 Covered,1,West,6007010.527507265,16095.52272099349,Builder 34,NA,2025-02-16,9.5,3 Schools / 3 Hospitals
Nagpur,South,Wardha Road,19.1552_72.0216,"Synthetic Address, Wardha Road, Nagpur",Apartment,2,1034,1344.2,0,9,7/21,2 Covered,2,West,9238326.172908744,19934.098807528095,Builder 2,P4595397764,2026-02-21,3.5,1 Schools / 5 Hospitals
Nashik,North,Gangapur Road,21.1553_78.2464,"Synthetic Address, Gangapur Road, Nashik",Apartment,2,892,1159.6000000000001,0,19,23/35,2 Covered,3,South,6692496.2320087915,14598.287358823147,Builder 19,P6487512639,2025-08-11,1.8,4 Schools / 1 Hospitals
Pune,East,Hinjewadi,19.2718_77.6846,"Synthetic Address, Hinjewadi, Pune",Apartment,1,430,559.0,0,9,5/7,2 Open,4,West,3127795.1201875643,10138.12353446551,Builder 17,NA,2025-02-22,4.5,5 Schools / 4 Hospitals
Pune,East,Pimpri,18.7686_79.0372,"Synthetic Address, Pimpri, Pune",Apartment,1,567,737.1,0,4,3/17,1 Covered,1,North,3625593.374441502,7181.012575422683,Builder 43,P5559807471,2026-06-17,1.5,1 Schools / 5 Hospitals
Mumbai,South,Bandra,19.0084_72.5395,"Synthetic Address, Bandra, Mumbai",Apartment,3,1575,2047.5,0,2,1/9,1 Open,2,West,45615015.17100355,79331.33999310086,Builder 41,NA,2024-02-19,0.7,5 Schools / 1 Hospitals
Nashik,South,Panchvati,21.2637_76.0062,"Synthetic Address, Panchvati, Nashik",Apartment,2,926,1203.8,0,4,24/24,1 Open,2,East,9193655.608777411,30482.014474150845,Builder 12,P8560004915,2024-04-26,6.4,1 Schools / 5 Hospitals
Nagpur,Central,Dabha,20.6559_72.2112,"Synthetic Address, Dabha, Nagpur",Apartment,4,2356,3062.8,0,19,5/38,2 Open,4,South,23154761.832341503,61997.92986770294,Builder 22,P7458477836,2024-12-07,3.6,1 Schools / 1 Hospitals
Nashik,East,Panchvati,18.7621_77.4063,"Synthetic Address, Panchvati, Nashik",Apartment,2,900,1170.0,0,17,10/27,0 Open,1,North,5446798.801053951,9251.148847440616,Builder 11,NA,2024-03-05,8.9,1 Schools / 4 Hospitals
Pune,West,Baner,19.8863_76.8552,"Synthetic Address, Baner, Pune",Apartment,3,1662,2160.6,0,16,17/20,1 Covered,3,East,16048656.527592612,49010.30926633036,Builder 19,P9576376082,2024-09-17,5.4,3 Schools / 2 Hospitals
Mumbai,South,Mira Road,20.9498_72.1158,"Synthetic Address, Mira Road, Mumbai",Apartment,2,1136,1476.8,0,19,13/25,3 Open,3,East,48979496.044343986,83768.48887720151,Builder 33,NA,2026-03-18,5.1,3 Schools / 3 Hospitals
Nashik,West,Pathardi Phata,19.4326_74.7593,"Synthetic Address, Pathardi Phata, Nashik",Apartment,4,1764,2293.2000000000003,0,11,17/24,3 Covered,3,North-East,16653508.120225333,43351.96369566256,Builder 1,NA,2024-12-07,6.5,5 Schools / 5 Hospitals
Nagpur,South,Mihan,21.9291_74.5232,"Synthetic Address, Mihan, Nagpur",Apartment,2,1066,1385.8,0,3,1/25,3 Open,2,West,10305090.706142437,28271.33822192169,Builder 43,P8386352672,2024-09-10,2.4,4 Schools / 3 Hospitals
Pune,North,Pimpri,18.1556_72.3009,"Synthetic Address, Pimpri, Pune",Apartment,1,464,603.2,0,19,3/40,3 Open,4,North-East,3105739.6540208096,8237.234690800242,Builder 40,P2611614270,2024-08-31,8.7,4 Schools / 1 Hospitals
Nashik,South,Panchvati,21.7199_75.1995,"Synthetic Address, Panchvati, Nashik",Apartment,1,402,522.6,0,19,4/34,2 Open,4,West,5034854.342208903,9199.167656461654,Builder 28,NA,2024-09-17,7.3,2 Schools / 4 Hospitals
Nashik,West,Jail Road,20.0916_75.1080,"Synthetic Address, Jail Road, Nashik",Apartment,2,1026,1333.8,0,18,5/10,0 Open,2,East,9068489.381739065,22000.339038823626,Builder 50,NA,2024-02-27,2.9,3 Schools / 2 Hospitals
Mumbai,West,Bandra,20.4784_73.0002,"Synthetic Address, Bandra, Mumbai",Apartment,3,1371,1782.3,0,9,1/7,1 Covered,2,North-West,103513301.2554606,194257.8662090667,Builder 30,P5113152353,2025-07-22,5.2,2 Schools / 2 Hospitals
Pune,East,Baner,18.1101_78.5293,"Synthetic Address, Baner, Pune",Apartment,2,932,1211.6000000000001,0,12,1/11,3 Covered,1,North-West,11575391.863646602,20296.627436322055,Builder 37,NA,2024-10-08,1.0,2 Schools / 5 Hospitals
Nashik,East,Indira Nagar,21.0496_76.8703,"Synthetic Address, Indira Nagar, Nashik",Apartment,1,597,776.1,0,1,9/29,2 Covered,2,East,4362113.566812133,10564.875145680655,Builder 13,NA,2026-03-28,9.9,2 Schools / 1 Hospitals
Mumbai,North,Chembur,21.2159_74.9600,"Synthetic Address, Chembur, Mumbai",Apartment,2,1004,1305.2,0,11,18/40,3 Covered,4,North-East,29079002.648218907,65910.21551231334,Builder 6,P1105555538,2025-04-10,1.3,3 Schools / 1 Hospitals
Nashik,North,Indira Nagar,20.2706_77.1391,"Synthetic Address, Indira Nagar, Nashik",Apartment,2,1170,1521.0,0,4,7/8,2 Covered,2,North,10152421.932968322,16956.339886561516,Builder 47,P9618266434,2024-07-05,1.0,5 Schools / 1 Hospitals
Mumbai,West,Chembur,21.4563_72.8719,"Synthetic Address, Chembur, Mumbai",Plot,0,0,0,3456,14,0/3,0 Open,0,North-East,159748257.0539815,0,Builder 3,P6797559454,2026-02-06,2.1,5 Schools / 5 Hospitals
Mumbai,North,Mira Road,19.9340_73.6816,"Synthetic Address, Mira Road, Mumbai",Apartment,1,553,718.9,0,7,8/17,3 Open,1,North,56002733.897439,134747.29940216165,Builder 34,NA,2026-01-08,8.6,3 Schools / 3 Hospitals
Nagpur,West,Mihan,18.7142_77.0863,"Synthetic Address, Mihan, Nagpur",Apartment,2,814,1058.2,0,7,22/22,2 Covered,4,North,14257608.02154203,42548.11351295518,Builder 5,P4000728514,2026-05-03,2.4,1 Schools / 4 Hospitals
Nagpur,Central,Manish Nagar,19.2082_76.0278,"Synthetic Address, Manish Nagar, Nagpur",Apartment,2,826,1073.8,0,15,5/6,0 Covered,3,North-East,2972515.4574685553,7403.789774464422,Builder 25,NA,2026-01-13,1.0,2 Schools / 2 Hospitals
Pune,East,Balewadi,18.4505_74.3584,"Synthetic Address, Balewadi, Pune",Apartment,3,1485,1930.5,0,7,1/38,1 Covered,4,North,9387176.61738375,29746.22425220939,Builder 44,P4741727620,2025-12-17,3.0,5 Schools / 3 Hospitals
Pune,West,NIBM Road,19.8279_72.7181,"Synthetic Address, NIBM Road, Pune",Apartment,4,2320,3016.0,0,3,22/25,1 Open,4,North-East,27683547.851800054,53012.56223171071,Builder 14,P2996695616,2024-05-08,5.0,5 Schools / 4 Hospitals
Nashik,South,Pathardi Phata,19.7141_78.6500,"Synthetic Address, Pathardi Phata, Nashik",Apartment,4,1736,2256.8,0,5,6/27,1 Covered,4,West,21189087.361652467,70058.04613900722,Builder 13,P7778359192,2025-03-27,8.1,4 Schools / 3 Hospitals
Mumbai,East,Bandra,20.6675_72.4575,"Synthetic Address, Bandra, Mumbai",Apartment,2,1090,1417.0,0,15,14/14,1 Covered,2,South,80533694.0319392,137039.826287422,Builder 12,P2405331649,2026-03-24,2.4,1 Schools / 2 Hospitals
Pune,South,Baner,21.9053_72.1306,"Synthetic Address, Baner, Pune",Apartment,2,1080,1404.0,0,15,22/25,0 Covered,3,North-East,15626750.006304609,33162.25746967794,Builder 9,P8297248702,2025-04-15,3.6,3 Schools / 3 Hospitals
Nashik,North,Indira Nagar,20.8264_77.4269,"Synthetic Address, Indira Nagar, Nashik",Apartment,2,1126,1463.8,0,7,8/26,0 Covered,1,North-East,4095721.100386406,8565.275059790836,Builder 25,NA,2025-10-03,9.6,5 Schools / 4 Hospitals
Nagpur,West,Mihan,20.7526_73.2654,"Synthetic Address, Mihan, Nagpur",Apartment,1,567,737.1,0,12,8/20,0 Open,4,North-West,2778367.9032890364,6023.637088769483,Builder 2,P4924395787,2024-08-03,9.5,5 Schools / 2 Hospitals
Nagpur,South,Mihan,19.9506_73.7147,"Synthetic Address, Mihan, Nagpur",Apartment,1,561,729.3000000000001,0,1,4/7,1 Open,3,West,9931671.515571343,31519.872039369602,Builder 30,P2883357381,2024-04-16,5.1,2 Schools / 4 Hospitals
Mumbai,West,Borivali,20.4692_77.6930,"Synthetic Address, Borivali, Mumbai",Apartment,1,445,578.5,0,7,6/10,1 Covered,4,North-West,40886777.880867615,99160.49245309709,Builder 15,P4154531442,2025-05-02,9.7,5 Schools / 1 Hospitals
Pune,North,Kharadi,21.3511_73.7621,"Synthetic Address, Kharadi, Pune",Apartment,3,1230,1599.0,0,17,3/5,1 Open,2,South,12159459.10273257,34175.50296727941,Builder 27,P6342178946,2025-07-04,5.7,1 Schools / 3 Hospitals
Nashik,East,Panchvati,21.6341_76.6714,"Synthetic Address, Panchvati, Nashik",Apartment,2,1050,1365.0,0,5,6/12,1 Open,1,North-West,6438268.734166098,17317.800535884755,Builder 10,P8550547647,2025-11-12,3.2,5 Schools / 2 Hospitals
Nashik,South,Gangapur Road,20.3634_79.7327,"Synthetic Address, Gangapur Road, Nashik",Apartment,2,1120,1456.0,0,14,25/38,1 Covered,3,North,8710750.828242017,18891.396239684444,Builder 1,P6735901872,2026-04-16,1.3,5 Schools / 1 Hospitals
Nashik,East,Panchvati,20.4250_79.4702,"Synthetic Address, Panchvati, Nashik",Apartment,4,2132,2771.6,0,3,5/22,2 Open,3,North-East,11249337.783312103,24152.360212772284,Builder 12,NA,2025-03-25,3.1,1 Schools / 2 Hospitals
Pune,South,Balewadi,19.0675_79.1266,"Synthetic Address, Balewadi, Pune",Apartment,4,2284,2969.2000000000003,0,16,9/12,0 Covered,3,East,29885396.68772639,58347.99149325478,Builder 6,P7924922129,2025-10-16,9.6,3 Schools / 1 Hospitals
Nashik,West,Gangapur Road,21.5661_77.0398,"Synthetic Address, Gangapur Road, Nashik",Apartment,2,1082,1406.6000000000001,0,8,13/16,0 Open,4,North-East,10075044.68370747,30573.25091979305,Builder 8,P2844757854,2025-01-21,4.8,1 Schools / 3 Hospitals
Mumbai,South,Worli,20.4547_75.9245,"Synthetic Address, Worli, Mumbai",Apartment,1,425,552.5,0,1,17/31,3 Covered,4,South,7981865.226623631,17728.54545655075,Builder 23,P5310511683,2026-05-21,8.6,1 Schools / 2 Hospitals
Nashik,East,Pathardi Phata,21.6766_72.2213,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,1184,1539.2,0,13,6/6,1 Covered,1,North-East,9197996.345322425,26146.25755994391,Builder 31,P1619036222,2024-08-23,2.2,1 Schools / 2 Hospitals
Nashik,South,Mahatma Nagar,20.0022_77.4745,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,1,470,611.0,0,14,23/38,1 Open,3,North,5183094.4526397865,10701.327839356412,Builder 37,P4733821604,2025-07-09,6.3,4 Schools / 1 Hospitals
Pune,South,Baner,19.1356_77.0374,"Synthetic Address, Baner, Pune",Apartment,4,1672,2173.6,0,9,5/18,2 Covered,2,North,18537106.64622203,45263.027888411314,Builder 28,NA,2025-04-11,4.4,2 Schools / 5 Hospitals
Nagpur,South,Zingabai Takli,20.8073_75.1451,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,4,2016,2620.8,0,13,29/36,2 Open,3,West,29533425.184477206,57674.676142431395,Builder 13,NA,2025-10-01,9.4,1 Schools / 1 Hospitals
Pune,West,Pimpri,18.1712_76.7632,"Synthetic Address, Pimpri, Pune",Apartment,2,996,1294.8,0,7,9/15,3 Open,3,West,9079910.577787293,29687.12558102187,Builder 30,P6632340596,2025-11-17,5.2,2 Schools / 4 Hospitals
Pune,South,Hadapsar,21.3897_79.9086,"Synthetic Address, Hadapsar, Pune",Apartment,4,2160,2808.0,0,6,2/4,0 Covered,3,South,31111014.10169619,87099.97873371629,Builder 39,P6344943732,2025-07-02,9.2,4 Schools / 5 Hospitals
Nagpur,North,Besa,19.5281_74.4640,"Synthetic Address, Besa, Nagpur",Apartment,2,896,1164.8,0,8,6/25,2 Open,1,East,4349618.936404838,10484.254393007719,Builder 48,NA,2024-05-11,9.7,2 Schools / 1 Hospitals
Mumbai,West,Mira Road,19.5010_75.1418,"Synthetic Address, Mira Road, Mumbai",Apartment,2,964,1253.2,0,2,15/17,2 Open,3,North-West,38650567.72236959,86036.72145845264,Builder 9,P2761700708,2025-02-23,8.4,1 Schools / 2 Hospitals
Nashik,South,Pathardi Phata,18.6499_75.7679,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,956,1242.8,0,1,2/3,2 Covered,4,North-West,9965314.671910359,29276.337417998297,Builder 21,NA,2024-04-28,0.9,1 Schools / 5 Hospitals
Pune,North,NIBM Road,19.4618_79.2584,"Synthetic Address, NIBM Road, Pune",Apartment,4,1656,2152.8,0,6,2/40,3 Covered,3,North-West,22751460.488618072,55766.487323376816,Builder 50,NA,2025-11-10,2.3,4 Schools / 5 Hospitals
Pune,North,Balewadi,20.3270_79.2925,"Synthetic Address, Balewadi, Pune",Apartment,1,530,689.0,0,18,8/10,1 Covered,3,North,7392045.123394437,20022.776211162465,Builder 29,P1316161312,2024-11-02,9.0,3 Schools / 3 Hospitals
Mumbai,West,Powai,18.2709_75.1981,"Synthetic Address, Powai, Mumbai",Apartment,1,458,595.4,0,18,10/10,1 Open,1,South,5249430.937508944,16252.011512723739,Builder 20,P9827415945,2024-07-21,2.1,2 Schools / 4 Hospitals
Nagpur,North,Manish Nagar,19.4451_72.1076,"Synthetic Address, Manish Nagar, Nagpur",Apartment,1,503,653.9,0,3,5/12,2 Covered,1,South,2523616.5241897185,6678.133713544266,Builder 17,P2842078090,2026-01-29,9.0,3 Schools / 5 Hospitals
Mumbai,West,Andheri,19.4241_74.0429,"Synthetic Address, Andheri, Mumbai",Apartment,2,854,1110.2,0,11,27/38,0 Open,2,North-West,54977237.76741927,123656.59971811004,Builder 49,NA,2025-07-18,7.5,5 Schools / 5 Hospitals
Pune,North,Balewadi,18.8187_79.5876,"Synthetic Address, Balewadi, Pune",Apartment,2,1052,1367.6000000000001,0,2,8/40,2 Open,3,North-East,10081218.1684752,18564.108017883595,Builder 19,P8261396343,2025-06-03,4.1,3 Schools / 1 Hospitals
Nagpur,South,Mihan,19.1093_72.6440,"Synthetic Address, Mihan, Nagpur",Apartment,2,1130,1469.0,0,9,24/40,0 Open,1,South,10178245.5982876,29070.376929085967,Builder 44,P2756995063,2025-05-10,1.1,3 Schools / 2 Hospitals
Nashik,East,Jail Road,21.1435_74.2715,"Synthetic Address, Jail Road, Nashik",Apartment,4,2384,3099.2000000000003,0,9,7/32,0 Open,4,North,12363894.348855885,23068.91036436791,Builder 36,NA,2025-12-20,2.9,2 Schools / 3 Hospitals
Pune,North,NIBM Road,20.9889_79.7281,"Synthetic Address, NIBM Road, Pune",Apartment,3,1800,2340.0,0,3,17/39,2 Covered,2,North-West,10691102.00702288,32939.95869924552,Builder 4,P9929070144,2026-06-13,8.0,2 Schools / 1 Hospitals
Nagpur,Central,Mihan,20.0044_79.2099,"Synthetic Address, Mihan, Nagpur",Apartment,2,1066,1385.8,0,6,25/31,1 Covered,2,West,4313555.155768899,10544.421507709354,Builder 7,P5014971625,2025-02-13,4.8,1 Schools / 4 Hospitals
Pune,East,Baner,20.0425_74.9316,"Synthetic Address, Baner, Pune",Apartment,3,1692,2199.6,0,10,1/15,0 Covered,1,West,15658939.693325486,38296.468051496995,Builder 3,P2062340345,2024-03-17,4.5,4 Schools / 2 Hospitals
Pune,East,Pimpri,20.2774_73.6045,"Synthetic Address, Pimpri, Pune",Apartment,3,1209,1571.7,0,2,6/29,1 Open,3,North-East,10330159.052522182,28350.372078043783,Builder 30,NA,2025-04-11,9.6,4 Schools / 3 Hospitals
Nagpur,North,Zingabai Takli,20.8818_78.6882,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,2,1078,1401.4,0,11,29/30,0 Covered,4,North-West,7534032.725513781,24054.392789684935,Builder 30,P2533748669,2025-07-05,5.2,3 Schools / 3 Hospitals
Pune,East,Wagholi,20.7570_77.9898,"Synthetic Address, Wagholi, Pune",Apartment,1,572,743.6,0,20,29/37,1 Covered,2,South,7961828.726423624,24968.46569323362,Builder 47,NA,2025-11-30,3.7,2 Schools / 1 Hospitals
Mumbai,East,Powai,20.0585_76.9521,"Synthetic Address, Powai, Mumbai",Apartment,2,1000,1300.0,0,11,1/11,2 Open,1,North,89538026.69995253,204935.73439701236,Builder 20,P6270631755,2026-02-05,4.4,5 Schools / 3 Hospitals
Nagpur,North,Zingabai Takli,20.9561_79.2765,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,1,423,549.9,0,10,30/35,1 Open,2,South,6081619.852246732,13593.619635792515,Builder 28,P6719375423,2025-01-03,5.5,1 Schools / 1 Hospitals
Pune,South,Kharadi,19.8745_76.5371,"Synthetic Address, Kharadi, Pune",Apartment,2,902,1172.6000000000001,0,6,19/34,1 Covered,4,South,13895925.873866586,31145.65463284157,Builder 35,P4566427853,2024-02-06,7.8,4 Schools / 2 Hospitals
Mumbai,North,Chembur,18.1515_78.6664,"Synthetic Address, Chembur, Mumbai",Apartment,2,804,1045.2,0,1,23/25,3 Covered,2,South,33894118.76111883,75213.94512326036,Builder 24,NA,2024-07-10,9.0,2 Schools / 1 Hospitals
Nashik,North,Mahatma Nagar,21.1233_77.7827,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,1144,1487.2,0,11,32/34,1 Open,4,North-East,3753590.329531298,11786.258932775752,Builder 28,P9475654216,2025-07-13,5.1,2 Schools / 1 Hospitals
Pune,East,Baner,21.3408_78.1243,"Synthetic Address, Baner, Pune",Apartment,1,505,656.5,0,3,13/35,3 Covered,2,South,5949673.987128258,16607.134317813376,Builder 14,P7147216692,2024-11-30,6.8,4 Schools / 1 Hospitals
Nagpur,Central,Mihan,21.2361_76.5613,"Synthetic Address, Mihan, Nagpur",Apartment,3,1428,1856.4,0,17,8/24,2 Open,3,West,25279699.26047386,71539.23181012417,Builder 30,P2271883477,2025-04-19,1.3,5 Schools / 2 Hospitals
Nagpur,East,Katol Road,18.7089_73.2618,"Synthetic Address, Katol Road, Nagpur",Apartment,1,587,763.1,0,5,18/18,2 Open,4,East,10928383.008826405,34147.378473698904,Builder 32,P3544655484,2025-05-29,2.5,5 Schools / 3 Hospitals
Nashik,West,Mahatma Nagar,18.5210_72.5556,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,1088,1414.4,0,2,5/24,1 Open,1,South,8794799.475083161,16340.839896684154,Builder 7,P1962688628,2025-05-30,5.8,1 Schools / 2 Hospitals
Mumbai,North,Powai,20.2696_76.6068,"Synthetic Address, Powai, Mumbai",Villa/Row House,1,435,565.5,929.8228307240707,14,0/1,3 Covered,0,South,31249097.28987026,101520.96327698074,Builder 27,P9095197126,2024-09-15,4.3,3 Schools / 3 Hospitals
Nashik,West,Indira Nagar,21.6349_74.5017,"Synthetic Address, Indira Nagar, Nashik",Apartment,2,864,1123.2,0,5,11/17,0 Covered,4,East,10014197.429673677,31987.425007813636,Builder 10,P7536312392,2024-08-15,8.5,5 Schools / 4 Hospitals
Nagpur,Central,Dabha,21.5585_72.2770,"Synthetic Address, Dabha, Nagpur",Apartment,4,1684,2189.2000000000003,0,5,11/11,2 Covered,1,North-West,28773838.5106903,89216.35848670754,Builder 2,P4371855486,2024-06-22,4.7,4 Schools / 3 Hospitals
Nagpur,West,Wathoda,18.9491_73.4876,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1800,2340.0,0,7,5/7,0 Covered,2,North-East,18667882.389987975,48301.15985130096,Builder 3,P6024602683,2025-04-24,4.0,4 Schools / 2 Hospitals
Nagpur,South,Manish Nagar,18.4782_72.2279,"Synthetic Address, Manish Nagar, Nagpur",Apartment,2,1056,1372.8,0,5,2/35,3 Open,3,West,3407133.3105978603,10814.71159959374,Builder 16,P3866159282,2025-02-13,0.9,4 Schools / 4 Hospitals
Nagpur,East,Manish Nagar,18.1379_77.3494,"Synthetic Address, Manish Nagar, Nagpur",Villa/Row House,2,848,1102.4,1982.5736836972394,2,0/2,1 Covered,0,North,5059792.660504326,8677.206301782213,Builder 48,NA,2025-02-25,9.5,4 Schools / 2 Hospitals
Nagpur,West,Dabha,18.6942_79.3217,"Synthetic Address, Dabha, Nagpur",Plot,0,0,0,3306,4,0/3,1 Covered,0,South,13320736.535628226,0,Builder 16,NA,2025-12-11,5.9,5 Schools / 1 Hospitals
Pune,East,Hadapsar,20.8994_79.8309,"Synthetic Address, Hadapsar, Pune",Apartment,2,1074,1396.2,0,0,20/20,3 Open,3,East,15092956.182262333,37461.58598748812,Builder 49,P5291555910,2026-06-14,1.9,4 Schools / 5 Hospitals
Mumbai,North,Mira Road,18.2198_76.5004,"Synthetic Address, Mira Road, Mumbai",Apartment,3,1425,1852.5,0,1,5/14,3 Covered,4,East,111190885.14342345,275013.59222207795,Builder 7,P8445692796,2025-02-13,1.6,2 Schools / 3 Hospitals
Pune,East,Pimpri,19.0842_78.8635,"Synthetic Address, Pimpri, Pune",Villa/Row House,2,888,1154.4,1547.4006408703544,18,0/3,0 Covered,0,South,11820244.089490231,34961.615927849605,Builder 1,P2955557716,2024-02-25,9.2,5 Schools / 2 Hospitals
Nagpur,West,Wathoda,18.0644_75.3859,"Synthetic Address, Wathoda, Nagpur",Apartment,2,834,1084.2,0,12,5/8,2 Covered,3,West,11495992.152334664,24879.212507132135,Builder 4,P1666742500,2024-03-24,5.8,3 Schools / 2 Hospitals
